tail.node	head.node	capacity..veh.h.	length..miles.	fftt.min.	Power	B	speed.limit..mph.
1129	4995	99999	0	0.57275	0.9	3.6	NA
1129	27843	99999	0	0.56763	0.9	3.6	NA
1130	4927	99999	0	0.87249	0.9	3.6	NA
1130	4995	99999	0	0.56657	0.9	3.6	NA
1131	4869	99999	0	0.5718	0.9	3.6	NA
1131	27733	99999	0	0.83381	0.9	3.6	NA
1132	4770	99999	0	0.91119	0.9	3.6	NA
1132	4868	99999	0	0.57018	0.9	3.6	NA
1133	4868	99999	0	0.57642	0.9	3.6	NA
1133	27619	99999	0	0.87687	0.9	3.6	NA
1134	4998	99999	0	1.14704	0.9	3.6	NA
1134	5102	99999	0	0.86778	0.9	3.6	NA
1135	5190	99999	0	0.70587	0.9	3.6	NA
1135	5265	99999	0	0.8235	0.9	3.6	NA
1136	5265	99999	0	0.82179	0.9	3.6	NA
1137	40143	99999	0	0.57519	0.9	3.6	NA
1138	27619	99999	0	0.58947	0.9	3.6	NA
1138	27784	99999	0	0.57286	0.9	3.6	NA
1139	27681	99999	0	0.57466	0.9	3.6	NA
1140	4760	99999	0	0.56669	0.9	3.6	NA
1141	4925	99999	0	0.58625	0.9	3.6	NA
1141	27784	99999	0	0.5704	0.9	3.6	NA
1142	27781	99999	0	0.5951	0.9	3.6	NA
1142	27785	99999	0	0.92021	0.9	3.6	NA
1143	40687	99999	0	0.96597	0.9	3.6	NA
1144	5273	99999	0	0.50482	0.9	3.6	NA
1145	5187	99999	0	0.7009	0.9	3.6	NA
1145	27781	99999	0	0.71598	0.9	3.6	NA
1146	4987	99999	0	0.75168	0.9	3.6	NA
1147	5074	99999	0	0.75308	0.9	3.6	NA
1148	4760	99999	0	1.34355	0.9	3.6	NA
1148	4765	99999	0	1.30498	0.9	3.6	NA
1148	4987	99999	0	1.15177	0.9	3.6	NA
1149	18784	99999	0	0.27431	0.9	3.6	NA
1150	27679	99999	0	0.61189	0.9	3.6	NA
1151	4741	99999	0	0.20164	0.9	3.6	NA
1152	40633	99999	0	0.71181	0.9	3.6	NA
1153	40638	99999	0	0.47435	0.9	3.6	NA
1154	4982	99999	0	0.69191	0.9	3.6	NA
1155	5074	99999	0	0.45309	0.9	3.6	NA
1156	5182	99999	0	0.67021	0.9	3.6	NA
1157	40605	99999	0	0.5302	0.9	3.6	NA
1158	27764	99999	0	0.74184	0.9	3.6	NA
1159	27765	99999	0	0.44668	0.9	3.6	NA
1160	40604	99999	0	0.71012	0.9	3.6	NA
1161	5603	99999	0	0.53311	0.9	3.6	NA
1162	5603	99999	0	0.67338	0.9	3.6	NA
1162	5604	99999	0	0.63275	0.9	3.6	NA
1163	5604	99999	0	1.37924	0.9	3.6	NA
1163	40483	99999	0	1.16441	0.9	3.6	NA
1164	5598	99999	0	1.28055	0.9	3.6	NA
1165	40686	99999	0	0.84247	0.9	3.6	NA
1166	5598	99999	0	1.35992	0.9	3.6	NA
1166	40688	99999	0	0.56448	0.9	3.6	NA
1167	40688	99999	0	0.60289	0.9	3.6	NA
1168	5547	99999	0	0.91728	0.9	3.6	NA
1168	17842	99999	0	0.29755	0.9	3.6	NA
1169	5659	99999	0	0.7794	0.9	3.6	NA
1170	31167	99999	0	0.56229	0.9	3.6	NA
1171	27899	99999	0	0.30015	0.9	3.6	NA
1171	40690	99999	0	0.81319	0.9	3.6	NA
1172	5521	99999	0	0.28257	0.9	3.6	NA
1173	17894	99999	0	0.83296	0.9	3.6	NA
1173	40690	99999	0	0.49692	0.9	3.6	NA
1174	19166	99999	0	0.83905	0.9	3.6	NA
1175	6026	99999	0	1.12112	0.9	3.6	NA
1175	40691	99999	0	0.10985	0.9	3.6	NA
1176	40693	99999	0	0.60515	0.9	3.6	NA
1177	40698	99999	0	0.26241	0.9	3.6	NA
1178	40692	99999	0	0.49866	0.9	3.6	NA
1179	31346	99999	0	0.37037	0.9	3.6	NA
1180	31343	99999	0	0.14681	0.9	3.6	NA
1181	31369	99999	0	0.048	0.9	3.6	NA
1182	31342	99999	0	0.33981	0.9	3.6	NA
1183	40699	99999	0	0.37674	0.9	3.6	NA
1184	40700	99999	0	0.42986	0.9	3.6	NA
1185	40700	99999	0	0.57804	0.9	3.6	NA
1186	5901	99999	0	0.29022	0.9	3.6	NA
1187	6147	99999	0	0.71361	0.9	3.6	NA
1187	31342	99999	0	0.56975	0.9	3.6	NA
1188	6387	99999	0	0.33883	0.9	3.6	NA
1189	40718	99999	0	0.69817	0.9	3.6	NA
1190	31314	99999	0	0.83944	0.9	3.6	NA
1191	6388	99999	0	0.30318	0.9	3.6	NA
1192	6151	99999	0	0.42944	0.9	3.6	NA
1192	6388	99999	0	0.42977	0.9	3.6	NA
1193	6151	99999	0	0.42983	0.9	3.6	NA
1193	31262	99999	0	0.42776	0.9	3.6	NA
1194	5907	99999	0	0.30197	0.9	3.6	NA
1194	31262	99999	0	0.28821	0.9	3.6	NA
1195	5907	99999	0	0.30153	0.9	3.6	NA
1195	31252	99999	0	0.28672	0.9	3.6	NA
1196	31252	99999	0	0.28836	0.9	3.6	NA
1197	31251	99999	0	0.19687	0.9	3.6	NA
1198	5906	99999	0	0.26656	0.9	3.6	NA
1198	31250	99999	0	0.31508	0.9	3.6	NA
1199	5906	99999	0	0.71598	0.9	3.6	NA
1199	5977	99999	0	0.57559	0.9	3.6	NA
1200	5956	99999	0	0.57284	0.9	3.6	NA
1201	31241	99999	0	0.26583	0.9	3.6	NA
1202	31228	99999	0	0.08678	0.9	3.6	NA
1203	31239	99999	0	0.14516	0.9	3.6	NA
1204	5902	99999	0	0.29043	0.9	3.6	NA
1204	31236	99999	0	0.28976	0.9	3.6	NA
1205	5975	99999	0	0.43083	0.9	3.6	NA
1205	6140	99999	0	0.77149	0.9	3.6	NA
1206	5898	99999	0	0.56724	0.9	3.6	NA
1206	5984	99999	0	0.6366	0.9	3.6	NA
1207	5898	99999	0	0.29055	0.9	3.6	NA
1207	31213	99999	0	0.28556	0.9	3.6	NA
1208	31212	99999	0	0.14923	0.9	3.6	NA
1209	5838	99999	0	0.03063	0.9	3.6	NA
1210	5893	99999	0	1.2696	0.9	3.6	NA
1210	19143	99999	0	0.43293	0.9	3.6	NA
1211	5969	99999	0	0.44305	0.9	3.6	NA
1212	6089	99999	0	0.33094	0.9	3.6	NA
1212	52440	99999	0	0.73691	0.9	3.6	NA
1213	6288	99999	0	0.49094	0.9	3.6	NA
1214	40704	99999	0	0.25434	0.9	3.6	NA
1215	6380	99999	0	0.43241	0.9	3.6	NA
1216	6380	99999	0	0.26042	0.9	3.6	NA
1217	31315	99999	0	0.53629	0.9	3.6	NA
1218	6603	99999	0	0.55929	0.9	3.6	NA
1219	31320	99999	0	0.53778	0.9	3.6	NA
1220	31256	99999	0	0.54062	0.9	3.6	NA
1221	19978	99999	0	0.57078	0.9	3.6	NA
1222	19977	99999	0	0.57269	0.9	3.6	NA
1223	31314	99999	0	0.58073	0.9	3.6	NA
1224	31170	99999	0	0.2335	0.9	3.6	NA
1225	7126	99999	0	0.4043	0.9	3.6	NA
1226	7133	99999	0	0.72977	0.9	3.6	NA
1226	19217	99999	0	0.58079	0.9	3.6	NA
1227	6865	99999	0	0.60265	0.9	3.6	NA
1227	7011	99999	0	0.65777	0.9	3.6	NA
1228	40703	99999	0	0.28102	0.9	3.6	NA
1229	40701	99999	0	0.52011	0.9	3.6	NA
1230	40702	99999	0	0.62141	0.9	3.6	NA
1231	7275	99999	0	0.57363	0.9	3.6	NA
1232	7209	99999	0	0.44067	0.9	3.6	NA
1233	40720	99999	0	0.31863	0.9	3.6	NA
1234	6886	99999	0	0.40225	0.9	3.6	NA
1234	54334	99999	0	0.38812	0.9	3.6	NA
1235	31201	99999	0	0.31675	0.9	3.6	NA
1236	40723	99999	0	0.19873	0.9	3.6	NA
1237	40725	99999	0	0.05821	0.9	3.6	NA
1238	40705	99999	0	0.53897	0.9	3.6	NA
1239	40724	99999	0	0.09128	0.9	3.6	NA
1240	7511	99999	0	0.30555	0.9	3.6	NA
1241	7545	99999	0	0.53009	0.9	3.6	NA
1242	31440	99999	0	0.69816	0.9	3.6	NA
1243	31440	99999	0	0.36397	0.9	3.6	NA
1244	40159	99999	0	0.55413	0.9	3.6	NA
1245	31445	99999	0	0.58947	0.9	3.6	NA
1246	18185	99999	0	0.57515	0.9	3.6	NA
1247	31177	99999	0	0.83399	0.9	3.6	NA
1248	40524	99999	0	0.64987	0.9	3.6	NA
1249	40525	99999	0	0.53203	0.9	3.6	NA
1250	31441	99999	0	0.34366	0.9	3.6	NA
1251	7463	99999	0	0.57375	0.9	3.6	NA
1251	31442	99999	0	0.5951	0.9	3.6	NA
1252	7638	99999	0	0.66023	0.9	3.6	NA
1252	31443	99999	0	0.57583	0.9	3.6	NA
1253	31444	99999	0	0.4555	0.9	3.6	NA
1254	31465	99999	0	0.38419	0.9	3.6	NA
1255	31439	99999	0	0.29085	0.9	3.6	NA
1256	31469	99999	0	0.49446	0.9	3.6	NA
1257	31479	99999	0	0.5884	0.9	3.6	NA
1257	31564	99999	0	0.91449	0.9	3.6	NA
1258	40524	99999	0	0.64541	0.9	3.6	NA
1259	7878	99999	0	0.63214	0.9	3.6	NA
1260	31582	99999	0	0.63455	0.9	3.6	NA
1260	31587	99999	0	0.57986	0.9	3.6	NA
1261	31527	99999	0	0.50653	0.9	3.6	NA
1261	31582	99999	0	0.64593	0.9	3.6	NA
1262	7878	99999	0	0.71667	0.9	3.6	NA
1262	31525	99999	0	0.43573	0.9	3.6	NA
1263	7890	99999	0	0.273	0.9	3.6	NA
1264	31416	99999	0	0.63352	0.9	3.6	NA
1264	31520	99999	0	1.22373	0.9	3.6	NA
1265	31520	99999	0	0.41034	0.9	3.6	NA
1266	40727	99999	0	0.379	0.9	3.6	NA
1267	31412	99999	0	0.30471	0.9	3.6	NA
1268	31462	99999	0	0.26104	0.9	3.6	NA
1269	7820	99999	0	0.49533	0.9	3.6	NA
1269	31462	99999	0	0.39786	0.9	3.6	NA
1270	40726	99999	0	0.49405	0.9	3.6	NA
1271	7897	99999	0	0.65214	0.9	3.6	NA
1271	31412	99999	0	0.56913	0.9	3.6	NA
1272	8038	99999	0	0.21871	0.9	3.6	NA
1273	7897	99999	0	0.31614	0.9	3.6	NA
1273	31415	99999	0	0.55495	0.9	3.6	NA
1274	40708	99999	0	0.46718	0.9	3.6	NA
1275	8056	99999	0	0.52091	0.9	3.6	NA
1276	8011	99999	0	0.24194	0.9	3.6	NA
1277	40709	99999	0	0.61207	0.9	3.6	NA
1278	7723	99999	0	0.72302	0.9	3.6	NA
1278	7770	99999	0	0.2827	0.9	3.6	NA
1279	7601	99999	0	0.35399	0.9	3.6	NA
1279	31436	99999	0	0.36457	0.9	3.6	NA
1280	40722	99999	0	0.13242	0.9	3.6	NA
1281	31413	99999	0	0.087	0.9	3.6	NA
1281	31414	99999	0	0.33447	0.9	3.6	NA
1282	31487	99999	0	0.11028	0.9	3.6	NA
1283	8029	99999	0	0.2102	0.9	3.6	NA
1284	30728	99999	0	0.27889	0.9	3.6	NA
1285	54397	99999	0	0.12861	0.9	3.6	NA
1286	8047	99999	0	0.72301	0.9	3.6	NA
1286	19601	99999	0	0.71998	0.9	3.6	NA
1287	31142	99999	0	0.05476	0.9	3.6	NA
1287	31162	99999	0	0.4936	0.9	3.6	NA
1288	31157	99999	0	0.69223	0.9	3.6	NA
1288	40612	99999	0	0.4351	0.9	3.6	NA
1289	7916	99999	0	0.61827	0.9	3.6	NA
1289	31080	99999	0	0.67195	0.9	3.6	NA
1290	31149	99999	0	0.55685	0.9	3.6	NA
1291	7754	99999	0	0.5453	0.9	3.6	NA
1292	40614	99999	0	0.236	0.9	3.6	NA
1293	40591	99999	0	0.42716	0.9	3.6	NA
1294	7754	99999	0	0.57462	0.9	3.6	NA
1294	40592	99999	0	0.4373	0.9	3.6	NA
1295	31106	99999	0	0.83277	0.9	3.6	NA
1296	7556	99999	0	0.342	0.9	3.6	NA
1297	7565	99999	0	0.24269	0.9	3.6	NA
1297	31432	99999	0	0.19422	0.9	3.6	NA
1298	7565	99999	0	0.45042	0.9	3.6	NA
1298	40721	99999	0	0.42704	0.9	3.6	NA
1299	31424	99999	0	0.23028	0.9	3.6	NA
1300	7445	99999	0	0.34962	0.9	3.6	NA
1301	40595	99999	0	0.23861	0.9	3.6	NA
1302	7251	99999	0	0.57351	0.9	3.6	NA
1302	54435	99999	0	0.57886	0.9	3.6	NA
1303	54451	99999	0	0.2899	0.9	3.6	NA
1304	7427	99999	0	0.39803	0.9	3.6	NA
1304	7550	99999	0	0.53039	0.9	3.6	NA
1305	7427	99999	0	0.28555	0.9	3.6	NA
1306	7251	99999	0	0.28487	0.9	3.6	NA
1307	7250	99999	0	0.2845	0.9	3.6	NA
1308	6918	99999	0	0.31406	0.9	3.6	NA
1309	40590	99999	0	0.23855	0.9	3.6	NA
1310	54434	99999	0	0.1132	0.9	3.6	NA
1311	7035	99999	0	0.24408	0.9	3.6	NA
1312	7086	99999	0	0.14977	0.9	3.6	NA
1313	40597	99999	0	0.10697	0.9	3.6	NA
1314	31305	99999	0	0.22075	0.9	3.6	NA
1315	7107	99999	0	0.30273	0.9	3.6	NA
1315	40596	99999	0	0.09263	0.9	3.6	NA
1316	31309	99999	0	0.45173	0.9	3.6	NA
1316	40598	99999	0	0.09045	0.9	3.6	NA
1317	7177	99999	0	0.11082	0.9	3.6	NA
1318	7235	99999	0	0.32906	0.9	3.6	NA
1318	7274	99999	0	0.04365	0.9	3.6	NA
1319	40706	99999	0	0.37906	0.9	3.6	NA
1320	7059	99999	0	0.10831	0.9	3.6	NA
1321	40707	99999	0	0.10629	0.9	3.6	NA
1322	6698	99999	0	0.2556	0.9	3.6	NA
1323	6656	99999	0	0.20292	0.9	3.6	NA
1323	31294	99999	0	0.47938	0.9	3.6	NA
1324	31293	99999	0	0.39323	0.9	3.6	NA
1325	6831	99999	0	0.10321	0.9	3.6	NA
1325	31274	99999	0	0.08291	0.9	3.6	NA
1326	6887	99999	0	0.17124	0.9	3.6	NA
1326	6975	99999	0	0.15423	0.9	3.6	NA
1327	7014	99999	0	0.15504	0.9	3.6	NA
1327	7039	99999	0	0.28572	0.9	3.6	NA
1328	6981	99999	0	0.09542	0.9	3.6	NA
1328	31310	99999	0	0.20945	0.9	3.6	NA
1329	6926	99999	0	0.2535	0.9	3.6	NA
1329	40731	99999	0	0.10043	0.9	3.6	NA
1330	6875	99999	0	0.10502	0.9	3.6	NA
1331	6787	99999	0	0.09541	0.9	3.6	NA
1331	6809	99999	0	0.01195	0.9	3.6	NA
1332	6638	99999	0	0.19257	0.9	3.6	NA
1332	6671	99999	0	0.17144	0.9	3.6	NA
1333	6671	99999	0	0.25032	0.9	3.6	NA
1333	19735	99999	0	0.15125	0.9	3.6	NA
1334	6569	99999	0	0.36076	0.9	3.6	NA
1335	6509	99999	0	0.29024	0.9	3.6	NA
1336	31297	99999	0	0.13166	0.9	3.6	NA
1337	31279	99999	0	0.07365	0.9	3.6	NA
1338	40730	99999	0	0.25118	0.9	3.6	NA
1339	6662	99999	0	0.07832	0.9	3.6	NA
1340	6860	99999	0	0.28981	0.9	3.6	NA
1341	6870	99999	0	0.2391	0.9	3.6	NA
1342	40594	99999	0	0.29352	0.9	3.6	NA
1343	31280	99999	0	0.23523	0.9	3.6	NA
1344	31284	99999	0	0.16824	0.9	3.6	NA
1345	6485	99999	0	0.213	0.9	3.6	NA
1346	6365	99999	0	0.47497	0.9	3.6	NA
1347	40593	99999	0	0.33668	0.9	3.6	NA
1348	30757	99999	0	0.21527	0.9	3.6	NA
1349	6830	99999	0	0.18087	0.9	3.6	NA
1350	6722	99999	0	0.26926	0.9	3.6	NA
1351	6717	99999	0	0.32408	0.9	3.6	NA
1352	31014	99999	0	0.2894	0.9	3.6	NA
1352	31016	99999	0	0.28451	0.9	3.6	NA
1353	6500	99999	0	0.28854	0.9	3.6	NA
1353	31014	99999	0	0.28888	0.9	3.6	NA
1354	30931	99999	0	0.28885	0.9	3.6	NA
1355	30931	99999	0	0.29199	0.9	3.6	NA
1356	30932	99999	0	0.60102	0.9	3.6	NA
1356	40589	99999	0	0.44814	0.9	3.6	NA
1357	31223	99999	0	0.54736	0.9	3.6	NA
1358	54455	99999	0	0.09483	0.9	3.6	NA
1359	30956	99999	0	0.67435	0.9	3.6	NA
1359	31224	99999	0	0.37265	0.9	3.6	NA
1360	30965	99999	0	0.02942	0.9	3.6	NA
1361	30963	99999	0	0.33158	0.9	3.6	NA
1362	6072	99999	0	0.64338	0.9	3.6	NA
1363	5833	99999	0	0.603	0.9	3.6	NA
1364	5677	99999	0	0.69374	0.9	3.6	NA
1364	30951	99999	0	0.60458	0.9	3.6	NA
1365	53212	99999	0	0.66689	0.9	3.6	NA
1366	40588	99999	0	0.6392	0.9	3.6	NA
1367	19510	99999	0	0.49297	0.9	3.6	NA
1368	40611	99999	0	0.2611	0.9	3.6	NA
1369	27812	99999	0	0.0787	0.9	3.6	NA
1370	40603	99999	0	0.90383	0.9	3.6	NA
1371	40602	99999	0	0.4362	0.9	3.6	NA
1372	5619	99999	0	0.58971	0.9	3.6	NA
1373	40601	99999	0	0.60845	0.9	3.6	NA
1374	40610	99999	0	0.36621	0.9	3.6	NA
1375	27610	99999	0	0.41495	0.9	3.6	NA
1376	5379	99999	0	0.37028	0.9	3.6	NA
1377	40606	99999	0	0.27043	0.9	3.6	NA
1378	5088	99999	0	0.66613	0.9	3.6	NA
1378	5149	99999	0	0.6688	0.9	3.6	NA
1379	5149	99999	0	0.39289	0.9	3.6	NA
1380	5174	99999	0	0.76705	0.9	3.6	NA
1381	27531	99999	0	0.05643	0.9	3.6	NA
1382	5024	99999	0	0.31412	0.9	3.6	NA
1383	5024	99999	0	0.94719	0.9	3.6	NA
1383	5088	99999	0	0.594	0.9	3.6	NA
1384	26964	99999	0	0.80402	0.9	3.6	NA
1384	26965	99999	0	1.10128	0.9	3.6	NA
1385	40639	99999	0	0.59283	0.9	3.6	NA
1386	4854	99999	0	0.19897	0.9	3.6	NA
1387	4806	99999	0	0.89784	0.9	3.6	NA
1387	4854	99999	0	0.85362	0.9	3.6	NA
1387	4962	99999	0	0.99478	0.9	3.6	NA
1387	54999	99999	0	0.40942	0.9	3.6	NA
1388	40640	99999	0	0.27814	0.9	3.6	NA
1389	5028	99999	0	1.00765	0.9	3.6	NA
1389	5082	99999	0	0.55405	0.9	3.6	NA
1390	27551	99999	0	0.62609	0.9	3.6	NA
1390	40607	99999	0	0.18773	0.9	3.6	NA
1391	27551	99999	0	0.49985	0.9	3.6	NA
1391	40608	99999	0	0.55343	0.9	3.6	NA
1392	40608	99999	0	0.36011	0.9	3.6	NA
1393	40609	99999	0	0.34125	0.9	3.6	NA
1394	5627	99999	0	0.676	0.9	3.6	NA
1395	5677	99999	0	0.70265	0.9	3.6	NA
1395	27602	99999	0	0.89753	0.9	3.6	NA
1396	5671	99999	0	0.57969	0.9	3.6	NA
1396	27578	99999	0	0.65392	0.9	3.6	NA
1397	27586	99999	0	0.58208	0.9	3.6	NA
1398	40586	99999	0	0.55618	0.9	3.6	NA
1399	5492	99999	0	0.02988	0.9	3.6	NA
1400	27547	99999	0	0.22812	0.9	3.6	NA
1401	27545	99999	0	0.17192	0.9	3.6	NA
1402	27482	99999	0	0.06156	0.9	3.6	NA
1403	40585	99999	0	0.61107	0.9	3.6	NA
1404	27471	99999	0	1.1496	0.9	3.6	NA
1404	40215	99999	0	0.77602	0.9	3.6	NA
1405	27518	99999	0	0.19261	0.9	3.6	NA
1406	40642	99999	0	0.37597	0.9	3.6	NA
1407	40641	99999	0	0.19258	0.9	3.6	NA
1408	4808	99999	0	0.60448	0.9	3.6	NA
1408	27399	99999	0	0.76495	0.9	3.6	NA
1409	27309	99999	0	0.85947	0.9	3.6	NA
1409	27413	99999	0	0.34541	0.9	3.6	NA
1410	27472	99999	0	0.88552	0.9	3.6	NA
1410	27490	99999	0	1.66193	0.9	3.6	NA
1411	27394	99999	0	1.25881	0.9	3.6	NA
1411	27494	99999	0	1.35432	0.9	3.6	NA
1411	40668	99999	0	0.91058	0.9	3.6	NA
1412	27453	99999	0	1.04358	0.9	3.6	NA
1413	27303	99999	0	1.05765	0.9	3.6	NA
1413	27447	99999	0	0.99761	0.9	3.6	NA
1414	5111	99999	0	0.63109	0.9	3.6	NA
1414	27446	99999	0	0.54321	0.9	3.6	NA
1415	5111	99999	0	0.18268	0.9	3.6	NA
1416	27437	99999	0	0.30922	0.9	3.6	NA
1417	5224	99999	0	0.92135	0.9	3.6	NA
1417	27465	99999	0	0.70009	0.9	3.6	NA
1418	5056	99999	0	0.37441	0.9	3.6	NA
1418	27452	99999	0	0.79427	0.9	3.6	NA
1419	5080	99999	0	0.59824	0.9	3.6	NA
1420	5224	99999	0	0.68526	0.9	3.6	NA
1421	27459	99999	0	0.25618	0.9	3.6	NA
1422	5080	99999	0	0.88002	0.9	3.6	NA
1422	27454	99999	0	0.77135	0.9	3.6	NA
1423	5113	99999	0	0.86986	0.9	3.6	NA
1424	5208	99999	0	0.68659	0.9	3.6	NA
1424	27301	99999	0	0.26092	0.9	3.6	NA
1425	5518	99999	0	0.36364	0.9	3.6	NA
1426	5567	99999	0	0.7207	0.9	3.6	NA
1426	27570	99999	0	0.33778	0.9	3.6	NA
1427	5199	99999	0	0.56742	0.9	3.6	NA
1427	5208	99999	0	0.91149	0.9	3.6	NA
1428	27567	99999	0	0.9204	0.9	3.6	NA
1428	40584	99999	0	0.87216	0.9	3.6	NA
1429	5673	99999	0	0.64495	0.9	3.6	NA
1430	27588	99999	0	0.65767	0.9	3.6	NA
1430	40584	99999	0	0.57701	0.9	3.6	NA
1431	27589	99999	0	0.8362	0.9	3.6	NA
1432	25179	99999	0	0.45455	0.9	3.6	NA
1433	5827	99999	0	0.2855	0.9	3.6	NA
1434	5882	99999	0	0.67448	0.9	3.6	NA
1434	40619	99999	0	0.17944	0.9	3.6	NA
1435	5777	99999	0	0.51315	0.9	3.6	NA
1436	5673	99999	0	0.52431	0.9	3.6	NA
1436	5718	99999	0	0.78393	0.9	3.6	NA
1437	5779	99999	0	0.53133	0.9	3.6	NA
1437	30942	99999	0	0.65303	0.9	3.6	NA
1438	5781	99999	0	0.56861	0.9	3.6	NA
1438	25135	99999	0	0.89686	0.9	3.6	NA
1439	5781	99999	0	0.45674	0.9	3.6	NA
1440	40618	99999	0	0.95013	0.9	3.6	NA
1441	5887	99999	0	0.45042	0.9	3.6	NA
1442	30927	99999	0	0.36774	0.9	3.6	NA
1443	5882	99999	0	1.11255	0.9	3.6	NA
1443	6091	99999	0	0.49428	0.9	3.6	NA
1443	30927	99999	0	0.72924	0.9	3.6	NA
1444	6091	99999	0	0.64518	0.9	3.6	NA
1445	6333	99999	0	0.33228	0.9	3.6	NA
1446	40557	99999	0	0.32778	0.9	3.6	NA
1447	6635	99999	0	0.31933	0.9	3.6	NA
1448	6532	99999	0	0.35157	0.9	3.6	NA
1448	6635	99999	0	0.63349	0.9	3.6	NA
1449	40558	99999	0	0.34523	0.9	3.6	NA
1450	6543	99999	0	0.4718	0.9	3.6	NA
1451	54466	99999	0	0.32107	0.9	3.6	NA
1452	51408	99999	0	0.56684	0.9	3.6	NA
1452	51431	99999	0	0.06014	0.9	3.6	NA
1453	6342	99999	0	0.58399	0.9	3.6	NA
1453	6536	99999	0	0.58307	0.9	3.6	NA
1453	19568	99999	0	0.14498	0.9	3.6	NA
1453	19583	99999	0	0.58313	0.9	3.6	NA
1454	19582	99999	0	0.10505	0.9	3.6	NA
1454	19584	99999	0	0.33404	0.9	3.6	NA
1455	19585	99999	0	0.1096	0.9	3.6	NA
1456	6536	99999	0	0.5874	0.9	3.6	NA
1456	40616	99999	0	0.46722	0.9	3.6	NA
1457	30933	99999	0	0.22115	0.9	3.6	NA
1458	30933	99999	0	0.49699	0.9	3.6	NA
1459	5982	99999	0	0.85267	0.9	3.6	NA
1459	30953	99999	0	0.58607	0.9	3.6	NA
1460	6354	99999	0	0.61823	0.9	3.6	NA
1461	6644	99999	0	0.42413	0.9	3.6	NA
1461	31008	99999	0	0.62279	0.9	3.6	NA
1462	6644	99999	0	0.28204	0.9	3.6	NA
1463	6647	99999	0	0.4395	0.9	3.6	NA
1464	6552	99999	0	0.51754	0.9	3.6	NA
1464	31009	99999	0	0.45872	0.9	3.6	NA
1465	30997	99999	0	0.57794	0.9	3.6	NA
1465	54433	99999	0	0.42375	0.9	3.6	NA
1466	31019	99999	0	0.50256	0.9	3.6	NA
1466	54426	99999	0	0.42764	0.9	3.6	NA
1467	6650	99999	0	0.14825	0.9	3.6	NA
1468	31033	99999	0	0.41711	0.9	3.6	NA
1469	31002	99999	0	0.02163	0.9	3.6	NA
1470	7152	99999	0	0.57171	0.9	3.6	NA
1470	30775	99999	0	0.69897	0.9	3.6	NA
1471	7325	99999	0	0.28353	0.9	3.6	NA
1471	7423	99999	0	0.30453	0.9	3.6	NA
1472	7550	99999	0	0.77145	0.9	3.6	NA
1472	7573	99999	0	0.66156	0.9	3.6	NA
1473	7573	99999	0	0.43114	0.9	3.6	NA
1474	7426	99999	0	0.28651	0.9	3.6	NA
1475	7263	99999	0	0.43408	0.9	3.6	NA
1476	31030	99999	0	0.02856	0.9	3.6	NA
1477	31029	99999	0	0.42834	0.9	3.6	NA
1478	31027	99999	0	0.49033	0.9	3.6	NA
1479	31022	99999	0	0.40671	0.9	3.6	NA
1480	7160	99999	0	0.57412	0.9	3.6	NA
1480	7329	99999	0	0.57421	0.9	3.6	NA
1481	7329	99999	0	0.28364	0.9	3.6	NA
1481	7425	99999	0	0.28666	0.9	3.6	NA
1482	7572	99999	0	0.57681	0.9	3.6	NA
1482	7578	99999	0	0.57272	0.9	3.6	NA
1483	7572	99999	0	0.84679	0.9	3.6	NA
1483	7737	99999	0	0.87262	0.9	3.6	NA
1484	7323	99999	0	0.28859	0.9	3.6	NA
1485	7150	99999	0	0.57668	0.9	3.6	NA
1485	30774	99999	0	0.57546	0.9	3.6	NA
1486	30937	99999	0	0.06703	0.9	3.6	NA
1487	19586	99999	0	0.57897	0.9	3.6	NA
1487	30939	99999	0	0.50122	0.9	3.6	NA
1488	30994	99999	0	0.42961	0.9	3.6	NA
1489	7144	99999	0	0.27818	0.9	3.6	NA
1490	7254	99999	0	0.58565	0.9	3.6	NA
1490	30767	99999	0	0.42687	0.9	3.6	NA
1491	7321	99999	0	0.28513	0.9	3.6	NA
1492	7139	99999	0	0.67082	0.9	3.6	NA
1492	7317	99999	0	0.50521	0.9	3.6	NA
1493	40555	99999	0	0.49053	0.9	3.6	NA
1494	40554	99999	0	0.56884	0.9	3.6	NA
1495	40556	99999	0	0.29234	0.9	3.6	NA
1496	30990	99999	0	0.27802	0.9	3.6	NA
1497	40553	99999	0	0.39353	0.9	3.6	NA
1498	7201	99999	0	0.62902	0.9	3.6	NA
1499	7732	99999	0	0.99108	0.9	3.6	NA
1500	31069	99999	0	0.63504	0.9	3.6	NA
1501	7998	99999	0	0.57062	0.9	3.6	NA
1502	8192	99999	0	0.31437	0.9	3.6	NA
1503	31116	99999	0	0.40221	0.9	3.6	NA
1504	31115	99999	0	0.64365	0.9	3.6	NA
1504	31119	99999	0	0.57701	0.9	3.6	NA
1505	7732	99999	0	0.54221	0.9	3.6	NA
1505	7861	99999	0	0.55087	0.9	3.6	NA
1506	31094	99999	0	0.45548	0.9	3.6	NA
1507	31119	99999	0	0.35526	0.9	3.6	NA
1508	7737	99999	0	0.74997	0.9	3.6	NA
1508	7860	99999	0	0.31425	0.9	3.6	NA
1509	7739	99999	0	0.34096	0.9	3.6	NA
1509	7782	99999	0	0.66596	0.9	3.6	NA
1510	7785	99999	0	0.31391	0.9	3.6	NA
